iter	RMSE
294	11.08294845
295	11.08195323
296	11.08006492
297	11.07829523
298	11.07579528
299	11.07445988
300	11.07274143
301	11.07141608
302	11.07023484
303	11.06909496
304	11.06801565
305	11.06675505
306	11.06524503
307	11.06315124
308	11.06220017
309	11.06084627
310	11.05931976
311	11.05742179
312	11.05603841
313	11.05396483
314	11.05234919
315	11.05059324
316	11.04940608
317	11.04874937
318	11.04775145
319	11.04581495
320	11.04470282
321	11.04340084
322	11.04170566
323	11.04035945
324	11.03953889
325	11.03877339
326	11.03791142
327	11.03675465
328	11.03586692
329	11.03505176
330	11.03327252
331	11.03238052
332	11.03112819
333	11.02935501
334	11.02879036
335	11.02748337
336	11.02599479
337	11.0251114
338	11.02391395
339	11.02310494
340	11.02225267
341	11.02086855
342	11.01969542
343	11.01881524
344	11.01780546
345	11.01690161
346	11.01583844
347	11.01472041
348	11.01354264
349	11.01261326
350	11.01199195
351	11.01134395
352	11.0099915
353	11.00938854
354	11.00883477
355	11.00809246
356	11.00703927
357	11.00622699
358	11.00585861
359	11.00485032
360	11.00395152
361	11.0026819
362	11.00183849
363	11.001143
364	11.00079129
365	10.99966185
366	10.99868568
367	10.99803926
368	10.99706208
369	10.99641505
370	10.99548834
371	10.99485142
372	10.9939461
373	10.99314093
374	10.99212713
375	10.99141263
376	10.99084409
377	10.99027367
378	10.98921322
379	10.98863368
380	10.98812364
381	10.98698434
382	10.98592928
383	10.98540277
384	10.98438567
385	10.98330545
386	10.98249881
387	10.98179547
388	10.98101351
389	10.98023768
390	10.9794271
391	10.97887932
392	10.97785121
393	10.97732963
394	10.97643976
395	10.97587575
396	10.97541899
397	10.97440168
398	10.97301922
399	10.97234404
400	10.97177917
401	10.97085927
402	10.97032761
403	10.96944639
404	10.96883718
405	10.968063
406	10.9675691
407	10.96700017
408	10.96657893
409	10.96595497
410	10.96552179
411	10.96480189
412	10.96420026
413	10.96377953
414	10.96324706
415	10.96250279
416	10.96204205
417	10.96112181
418	10.96034426
419	10.95976297
420	10.95873794
421	10.95769931
422	10.95725195
423	10.95637828
424	10.95595541
425	10.95567077
426	10.95484135
427	10.95410306
428	10.95287887
429	10.95214718
430	10.95108442
431	10.9504515
432	10.94993043
433	10.94920431
434	10.94875969
435	10.94834186
436	10.94761911
437	10.94701917
438	10.94657597
439	10.94586159
440	10.9456288
441	10.94478166
442	10.9440491
443	10.94370465
444	10.94309436
445	10.94228888
446	10.94194797
447	10.94145321
448	10.9411314
449	10.94046862
450	10.93971706
451	10.93883704
452	10.93843142
453	10.937896
454	10.93718892
455	10.93678033
456	10.93642647
457	10.93607181
458	10.93520674
459	10.93483592
460	10.93441339
461	10.93397635
462	10.93326696
463	10.93285221
464	10.9321054
465	10.93157992
466	10.9312938
467	10.93090384
468	10.93011963
469	10.92974848
470	10.92952069
471	10.92912913
472	10.92827867
473	10.92741398
474	10.92696199
475	10.92649994
476	10.92616471
477	10.9256966
478	10.92500369
479	10.92436344
480	10.92392987
481	10.92355126
482	10.92321893
483	10.92293072
484	10.92256743
485	10.92223398
486	10.92175827
487	10.92137145
488	10.92076189
489	10.9205021
490	10.92012328
491	10.91988963
492	10.91960783
493	10.91909167
494	10.91873269
495	10.91817593
496	10.91789447
497	10.91720488
498	10.91695883
499	10.91665073
500	10.91631992
501	10.91599466
502	10.91573026
503	10.91549209
504	10.91514651
505	10.91481378
506	10.91447699
507	10.91397143
508	10.91358659
509	10.91324997
510	10.91256566
511	10.91226966
512	10.91202153
513	10.91150394
514	10.9111211
515	10.91082221
516	10.91016999
517	10.90954658
518	10.90918219
519	10.90886906
520	10.9083795
521	10.90805414
522	10.90780454
523	10.90760247
524	10.90684867
525	10.90622109
526	10.90539961
527	10.90480738
528	10.90457168
529	10.90438007
530	10.90369119
531	10.90330679
532	10.90311741
533	10.90276357
534	10.90253281
535	10.90223987
536	10.90198445
537	10.90146582
538	10.90095601
539	10.90064345
540	10.90018005
541	10.89970708
542	10.89944075
543	10.8989843
544	10.8988397
545	10.89861398
546	10.89807595
547	10.8977251
548	10.89729868
549	10.89707114
550	10.89680987
551	10.89643742
552	10.8960067
553	10.89552155
554	10.89510042
555	10.89473002
556	10.89424721
557	10.89403343
558	10.89346002
559	10.89292468
560	10.89272151
561	10.89247231
562	10.89215408
563	10.89168302
564	10.89121267
565	10.89096751
566	10.89069472
567	10.89048043
568	10.88994425
569	10.88963557
570	10.88940695
571	10.88890729
572	10.88869131
573	10.88848783
574	10.88820185
575	10.88791718
576	10.88770239
577	10.88749147
578	10.88704618
579	10.88683161
580	10.88634777
581	10.88612397
582	10.8857916
583	10.88544255
584	10.88520746
585	10.88473686
586	10.88427505
587	10.8839479
588	10.88362086
589	10.88321605
590	10.88298182
591	10.8824633
592	10.88219343
593	10.88204134
594	10.8816074
595	10.88132503
596	10.8810186
597	10.8806597
598	10.88036402
599	10.88013832
600	10.87999164
601	10.87982001
602	10.87945918
603	10.87931151
604	10.87897794
605	10.87859262
606	10.87847164
607	10.87828667
608	10.87803691
609	10.87764925
610	10.87731437
611	10.87715039
612	10.87683681
613	10.87649982
614	10.87615736
615	10.87597029
616	10.87574253
617	10.87556992
618	10.87529788
619	10.87512111
620	10.87492678
621	10.87456552
622	10.87419949
623	10.87388659
624	10.87369634
625	10.87350133
626	10.87322201
627	10.87305907
628	10.87291818
629	10.87275335
630	10.87259904
631	10.87251089
632	10.87226421
633	10.87207439
634	10.871761
635	10.87155786
636	10.87119398
637	10.87093562
638	10.87075011
639	10.87061407
640	10.87045125
641	10.87027512
642	10.86998567
643	10.86961629
644	10.86921981
645	10.86892546
646	10.86857886
647	10.86841735
648	10.86828911
649	10.86819693
650	10.86788258
651	10.86767152
652	10.86759587
653	10.8673211
654	10.86687669
655	10.86668795
656	10.86634084
657	10.86624399
658	10.86594103
659	10.86575982
660	10.8656132
661	10.86541141
662	10.86515219
663	10.86499566
664	10.86470066
665	10.86439916
666	10.86419332
667	10.86401512
668	10.86388268
669	10.86357408
670	10.86344389
671	10.86329071
672	10.86298705
673	10.86288381
674	10.86266947
675	10.86246915
676	10.86233381
677	10.86219699
678	10.86211252
679	10.86199682
680	10.86188234
681	10.86169733
682	10.86160799
683	10.86148873
684	10.86123235
685	10.86096653
686	10.8608746
687	10.86066925
688	10.86041276
689	10.86022338
690	10.86013352
691	10.85996777
692	10.85983855
693	10.8597239
694	10.85947767
695	10.85915343
696	10.85908022
697	10.85892787
698	10.85885427
699	10.85877354
700	10.85859775
701	10.85845
702	10.85834043
703	10.85822236
704	10.85815418
705	10.85791194
706	10.85767528
707	10.85757069
708	10.85740505
709	10.85716018
710	10.85685888
711	10.85677506
712	10.85653725
713	10.85628799
714	10.85612699
715	10.85600388
716	10.85596746
717	10.85587861
718	10.85581895
719	10.85562036
720	10.85538867
721	10.85528677
722	10.85505907
723	10.8547778
724	10.85456691
725	10.85448247
726	10.85438583
727	10.85428964
728	10.85415743
729	10.8540717
730	10.85397709
731	10.85383961
732	10.85363692
733	10.85342289
734	10.85328454
735	10.85319033
736	10.85303354
737	10.8528099
738	10.85265068
739	10.85243129
740	10.85231129
741	10.85221252
742	10.85208813
743	10.85199259
744	10.85179832
745	10.85168461
746	10.85158047
747	10.85145944
748	10.85128202
749	10.85118637
750	10.8510593
751	10.85091529
752	10.85080242
753	10.85065161
754	10.85056837
755	10.85030785
756	10.85027019
757	10.85018613
758	10.85005194
759	10.8499311
760	10.84981317
761	10.84962235
762	10.84954891
763	10.84946236
764	10.84942366
765	10.84929255
766	10.84908912
767	10.84891664
768	10.84885969
769	10.84883206
770	10.84864128
771	10.84846123
772	10.84826669
773	10.84805666
774	10.84796716
775	10.84778148
776	10.84770431
777	10.84757309
778	10.84752005
779	10.84735807
780	10.84728297
781	10.84721095
782	10.84712732
783	10.8469423
784	10.8467072
785	10.84652518
786	10.84643666
787	10.84636464
788	10.84613874
789	10.84595013
790	10.84585354
791	10.84573411
792	10.84568589
793	10.84560282
794	10.84551784
795	10.84533699
796	10.8451418
797	10.84496708
798	10.84483929
799	10.84468553
800	10.84459772
801	10.84447403
802	10.84432236
803	10.84425464
804	10.84404668
805	10.84394636
806	10.84384471
807	10.84370374
808	10.84367056
809	10.84358993
810	10.84344532
811	10.84334812
812	10.84321949
813	10.84307247
814	10.84292863
815	10.8428209
816	10.84277171
817	10.84262474
818	10.84254318
819	10.84234772
820	10.84217242
821	10.84211381
822	10.8420624
823	10.84195709
824	10.84189363
825	10.84184415
826	10.8417454
827	10.8416368
828	10.84159941
829	10.8415265
830	10.84147946
831	10.84141284
832	10.84126295
833	10.84113726
834	10.84107773
835	10.84101368
836	10.84088132
837	10.84080206
838	10.84078669
839	10.8406527
840	10.84060179
841	10.84046687
842	10.84032409
843	10.84019641
844	10.84016381
845	10.84012951
846	10.84003031
847	10.83995259
848	10.83981132
849	10.83974076
850	10.83964776
851	10.83951027
852	10.8393401
853	10.83922016
854	10.83911126
855	10.8390245
856	10.83893744
857	10.83878262
858	10.83867057
859	10.83863043
860	10.83848821
861	10.83843882
862	10.83832733
863	10.83827219
864	10.83820924
865	10.83814719
866	10.83804258
867	10.8379133
868	10.8378248
869	10.83775724
870	10.83769767
871	10.83760159
872	10.83754041
873	10.83740904
874	10.83725698
875	10.83719495
876	10.83714108
877	10.83707072
878	10.83696678
879	10.83693037
880	10.83687192
881	10.83682739
882	10.83670048
883	10.83657468
884	10.83652482
885	10.83638821
886	10.83634049
887	10.83628112
888	10.83624339
889	10.83605053
890	10.83595919
891	10.83588186
892	10.83585947
893	10.83570379
894	10.83563558
895	10.83560761
896	10.83558293
897	10.83553362
898	10.83545835
899	10.83538161
900	10.8353329
901	10.83528179
902	10.83519058
903	10.83511396
904	10.83493392
905	10.83487882
906	10.8348416
907	10.83482147
908	10.83468666
909	10.83461954
910	10.83458774
911	10.83450438
912	10.83437915
913	10.83434366
914	10.83429793
915	10.83425608
916	10.8341741
917	10.83412121
918	10.83408639
919	10.83403161
920	10.83396888
921	10.83380018
922	10.83368277
923	10.83363406
924	10.83357783
925	10.83352401
926	10.8334067
927	10.83337679
928	10.83325999
929	10.83321921
930	10.83314656
931	10.83299306
932	10.83295185
933	10.83290966
934	10.8328338
935	10.83279231
936	10.8327549
937	10.83268181
938	10.83264074
939	10.83255714
940	10.83244879
941	10.83241389
942	10.83235475
943	10.83231604
944	10.83227353
945	10.83224377
946	10.8322082
947	10.83216278
948	10.83204058
949	10.83199329
950	10.83197321
951	10.83194032
952	10.83186287
953	10.83178808
954	10.8317339
955	10.83169719
956	10.83167383
957	10.83160171
958	10.83144896
959	10.83140822
960	10.83137494
961	10.83132963
962	10.83126841
963	10.83124059
964	10.83119453
965	10.83105668
966	10.83096647
967	10.83092066
968	10.83081421
969	10.83069196
970	10.83062835
971	10.83052752
972	10.83048985
973	10.83046664
974	10.83040036
975	10.83030762
976	10.83019311
977	10.83014189
978	10.83009378
979	10.83003299
980	10.8299637
981	10.82984073
982	10.82978146
983	10.82973244
984	10.82970098
985	10.82964121
986	10.82960994
987	10.82955413
988	10.82948798
989	10.82945278
990	10.82942908
991	10.82933806
992	10.8292734
993	10.82924579
994	10.8292057
995	10.82912146
996	10.8290384
997	10.82897106
998	10.82887533
999	10.8288523
